   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      衢州,         -,     06:24,         -,         -,         -,         -,               -,              -
  2,      龙游,     06:35,     06:37,      02分,        11,         0,    13.5/-,           -/-/-,            -/-
  3,      金华,     06:52,     06:54,      02分,        28,         0,      36/-,           -/-/-,            -/-
  4,      义乌,     07:10,     07:12,      02分,        46,         0,    59.5/-,           -/-/-,            -/-
  5,      诸暨,     07:26,     07:28,      02分,        62,         0,    69.5/-,           -/-/-,            -/-
  6,    杭州东,     07:51,     07:53,      02分,        87,         0,   109.5/-,           -/-/-,            -/-
  7,      余杭,     08:03,     08:05,      02分,        99,         0,   118.5/-,           -/-/-,            -/-
  8,      桐乡,     08:17,     08:19,      02分,       113,         0,     131/-,           -/-/-,            -/-
  9,    松江南,     08:43,     08:45,      02分,       139,         0,   168.5/-,           -/-/-,            -/-
 10,  上海虹桥,     08:59,     08:59,      00分,       155,         0,   182.5/-,           -/-/-,            -/-
