   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     10:33,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    昆山南,     10:50,     10:51,       1分,        17,        50, 24.5/39.5,           -/-/-,           -/-
  3,    苏州北,     11:02,     11:03,       1分,        29,        81, 34.5/64.5,           -/-/-,           -/-
  4,    镇江南,     11:38,     11:40,       2分,        65,       230,104.5/179.5,           -/-/-,           -/-
  5,    南京南,     11:59,     12:01,       2分,        86,       295,134.5/229.5,           -/-/-,           -/-
  6,    宿州东,     13:01,     13:08,       7分,       148,       558,   254/429,           -/-/-,           -/-
  7,    徐州东,     13:27,     13:30,       3分,       174,       626,   279/474,           -/-/-,           -/-
  8,    曲阜东,     14:07,     14:08,       1分,       214,       783,   344/584,           -/-/-,           -/-
  9,      泰安,     14:27,     14:28,       1分,       234,       853,   374/634,           -/-/-,           -/-
 10,    济南西,     14:45,     14:48,       3分,       252,       912,398.5/673.5,           -/-/-,           -/-
 11,    德州东,     15:12,     15:14,       2分,       279,      1004,438.5/738.5,           -/-/-,           -/-
 12,    天津西,     16:05,     16:15,      10分,       332,      1213,513.5/868.5,           -/-/-,           -/-
 13,      天津,     16:23,     16:26,       3分,       350,      1218,516.5/869.5,           -/-/-,           -/-
 14,      滨海,     16:42,     16:44,       2分,       369,      1256,   530/893,           -/-/-,           -/-
 15,    滨海北,     16:54,     16:56,       2分,       381,      1278,538.5/906.5,           -/-/-,           -/-
 16,      唐山,     17:12,     17:14,       2分,       399,      1332,   558/940,           -/-/-,           -/-
 17,      滦河,     17:32,     17:34,       2分,       419,      1393, 580.5/978,           -/-/-,           -/-
 18,    北戴河,     17:53,     17:55,       2分,       440,      1458,604.5/1018,           -/-/-,           -/-
 19,    秦皇岛,     18:06,     18:10,       4分,       453,      1480,  612/1031,           -/-/-,           -/-
 20,    绥中北,     18:46,     18:47,       1分,       493,      1559,636.5/1061.5,           -/-/-,           -/-
 21,    锦州南,     19:22,     19:23,       1分,       529,      1661,666.5/1097.5,           -/-/-,           -/-
 22,    盘锦北,     19:47,     19:48,       1分,       554,      1730,687/1121.5,           -/-/-,           -/-
 23,      辽中,     20:19,     20:20,       1分,       586,      1816,  712/1152,           -/-/-,           -/-
 24,    沈阳北,     20:52,     20:56,       4分,       619,      1884,  732/1176,           -/-/-,           -/-
 25,    铁岭西,     21:14,     21:16,       2分,       641,      1938,757/1215.5,           -/-/-,           -/-
 26,    昌图西,     21:36,     21:38,       2分,       663,      2013,  791/1271,           -/-/-,           -/-
 27,    四平东,     21:54,     21:56,       2分,       681,      2064,814.5/1308,           -/-/-,           -/-
 28,      长春,     22:28,         -,          ,       715,      2194,874.5/1403.5,           -/-/-,           -/-
