   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      安庆,         -,     13:49,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      池州,     14:08,     14:11,       3分,        19,        46,   17/27.5,           -/-/-,           -/-
  3,      铜陵,     14:31,     14:33,       2分,        42,        96,   35.5/57,           -/-/-,           -/-
  4,      芜湖,     15:04,     15:06,       2分,        75,       172,  63.5/102,           -/-/-,           -/-
  5,  马鞍山东,     15:24,     15:26,       2分,        95,       215,79.5/127.5,           -/-/-,           -/-
  6,    南京南,     15:44,     15:49,       5分,       115,       257,  95/152.5,           -/-/-,           -/-
  7,      镇江,     16:15,     16:21,       6分,       146,       331,   129/207,           -/-/-,           -/-
  8,      常州,     16:44,     16:46,       2分,       175,       403,   162/260,           -/-/-,           -/-
  9,      无锡,     17:00,     17:02,       2分,       191,       442, 180/288.5,           -/-/-,           -/-
 10,      苏州,     17:17,     17:20,       3分,       208,       484, 199/319.5,           -/-/-,           -/-
 11,  上海虹桥,     17:45,         -,          ,       236,       568,   238/381,           -/-/-,           -/-
