   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      邵阳,         -,     14:50,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      邵东,     15:09,     15:11,       2分,        19,        30,     11/18,           -/-/-,           -/-
  3,    娄底南,     15:48,     15:53,       5分,        58,        88,   32.5/52,           -/-/-,           -/-
  4,    长沙南,     16:29,     16:49,      20分,        99,       213,  90/148.5,           -/-/-,           -/-
  5,    株洲西,     17:04,     17:06,       2分,       134,       265, 114/186.5,           -/-/-,           -/-
  6,    衡阳东,     17:33,     17:35,       2分,       163,       390,171.5/278.5,           -/-/-,           -/-
  7,    郴州西,     18:08,     18:10,       2分,       198,       543, 241.5/391,           -/-/-,           -/-
  8,    英德西,     18:56,     18:58,       2分,       246,       780, 347.5/560,           -/-/-,           -/-
  9,    广州南,     19:40,     19:44,       4分,       290,       920, 405/652.5,           -/-/-,           -/-
 10,      虎门,     20:01,     20:03,       2分,       311,       970, 439.5/702,           -/-/-,           -/-
 11,    深圳北,     20:20,         -,          ,       330,      1022, 479.5/752,           -/-/-,           -/-
