   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京南,         -,     11:10,         -,         -,         -,         -,               -,              -
  2,    天津南,     11:44,     11:46,      02分,        34,         0,    54.5/-,           -/-/-,            -/-
  3,    德州东,     12:30,     12:32,      02分,        80,         0,   144.5/-,           -/-/-,            -/-
  4,    济南西,     12:56,     12:58,      02分,       106,         0,   184.5/-,           -/-/-,            -/-
  5,    滕州东,     13:41,     13:44,      03分,       151,         0,     269/-,           -/-/-,            -/-
  6,    蚌埠南,     14:43,     14:45,      02分,       213,         0,     374/-,           -/-/-,            -/-
  7,    南京南,     15:27,     15:30,      03分,       257,         0,   443.5/-,           -/-/-,            -/-
  8,    丹阳北,     15:55,     15:57,      02分,       285,         0,   478.5/-,           -/-/-,            -/-
  9,    常州北,     16:09,     16:11,      02分,       299,         0,   493.5/-,           -/-/-,            -/-
 10,    昆山南,     16:39,     16:41,      02分,       329,         0,   533.5/-,           -/-/-,            -/-
 11,  上海虹桥,     16:58,     16:58,      00分,       348,         0,     553/-,           -/-/-,            -/-
