   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京南,         -,     12:50,         -,         -,         -,         -,               -,              -
  2,    天津南,     13:26,     13:28,      02分,        36,         0,    54.5/-,           -/-/-,            -/-
  3,    德州东,     14:12,     14:14,      02分,        82,         0,   144.5/-,           -/-/-,            -/-
  4,    济南西,     14:38,     14:41,      03分,       108,         0,   184.5/-,           -/-/-,            -/-
  5,    徐州东,     15:44,     15:47,      03分,       174,         0,     309/-,           -/-/-,            -/-
  6,      滁州,     16:49,     16:51,      02分,       239,         0,   418.5/-,           -/-/-,            -/-
  7,    南京南,     17:09,     17:11,      02分,       259,         0,   443.5/-,           -/-/-,            -/-
  8,      溧水,     17:28,     17:31,      03分,       278,         0,   461.5/-,           -/-/-,            -/-
  9,      溧阳,     17:47,     17:49,      02分,       297,         0,   480.5/-,           -/-/-,            -/-
 10,      湖州,     18:12,     18:14,      02分,       322,         0,   512.5/-,           -/-/-,            -/-
 11,    杭州东,     18:35,     18:41,      06分,       345,         0,   538.5/-,           -/-/-,            -/-
 12,    绍兴北,     18:59,     19:01,      02分,       369,         0,   554.5/-,           -/-/-,            -/-
 13,    余姚北,     19:19,     19:21,      02分,       389,         0,   577.5/-,           -/-/-,            -/-
 14,      宁波,     19:40,     19:52,      12分,       410,         0,   595.5/-,           -/-/-,            -/-
 15,      临海,     20:37,     20:39,      02分,       467,         0,     634/-,           -/-/-,            -/-
 16,      台州,     20:51,     20:53,      02分,       481,         0,   640.5/-,           -/-/-,            -/-
 17,      温岭,     21:04,     21:06,      02分,       494,         0,     648/-,           -/-/-,            -/-
 18,    温州南,     21:44,     21:44,      00分,       534,         0,     677/-,           -/-/-,            -/-
