   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    厦门北,         -,     15:46,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      泉州,     16:11,     16:13,       2分,        25,        71, 20.5/24.5,           -/-/-,           -/-
  3,      仙游,     16:31,     16:33,       2分,        45,       116,     34/41,           -/-/-,           -/-
  4,      莆田,     16:44,     16:46,       2分,        58,       140, 40.5/48.5,           -/-/-,           -/-
  5,      福清,     17:05,     17:07,       2分,        79,       190, 55.5/66.5,           -/-/-,           -/-
  6,      福州,     17:34,     17:39,       5分,       108,       245, 71.5/85.5,           -/-/-,           -/-
  7,    闽清北,     17:58,     18:00,       2分,       132,       295,94.5/124.5,           -/-/-,           -/-
  8,    南平北,     18:20,     18:22,       2分,       154,       366, 127/179.5,           -/-/-,           -/-
  9,  武夷山北,     18:56,     18:58,       2分,       190,       470,   191/287,           -/-/-,           -/-
 10,      上饶,     19:20,     19:31,      11分,       214,       585, 227.5/349,           -/-/-,           -/-
 11,    鹰潭北,     20:01,     20:03,       2分,       255,       637,   274/427,           -/-/-,           -/-
 12,    南昌西,     20:38,     20:48,      10分,       292,       777, 334.5/529,           -/-/-,           -/-
 13,    新余北,     21:21,     21:23,       2分,       335,       904, 387/617.5,           -/-/-,           -/-
 14,    萍乡北,     21:50,     21:52,       2分,       364,      1014, 432.5/694,           -/-/-,           -/-
 15,    长沙南,     22:25,         -,          ,       399,      1168,   476/767,           -/-/-,           -/-
