   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     08:38,         -,         -,         -,         -,               -,              -
  2,    苏州北,     09:01,     09:07,      06分,        23,         0,    34.5/-,           -/-/-,            -/-
  3,    无锡东,     09:17,     09:27,      10分,        39,         0,    49.5/-,           -/-/-,            -/-
  4,    常州北,     09:44,     09:46,      02分,        66,         0,    74.5/-,           -/-/-,            -/-
  5,    南京南,     10:18,     10:22,      04分,       100,         0,   134.5/-,           -/-/-,            -/-
  6,    徐州东,     11:39,     11:47,      08分,       181,         0,     279/-,           -/-/-,            -/-
  7,    滕州东,     12:13,     12:15,      02分,       215,         0,     324/-,           -/-/-,            -/-
  8,    济南西,     12:58,     13:02,      04分,       260,         0,   398.5/-,           -/-/-,            -/-
  9,    德州东,     13:26,     13:28,      02分,       288,         0,   438.5/-,           -/-/-,            -/-
 10,    天津西,     14:18,     14:18,      00分,       340,         0,   513.5/-,           -/-/-,            -/-
