   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    广州南,         -,     09:44,         -,         -,         -,         -,               -,              -
  2,      韶关,     10:36,     10:39,      03分,        52,         0,   104.5/-,           -/-/-,            -/-
  3,    郴州西,     11:10,     11:16,      06分,        86,         0,   174.5/-,           -/-/-,            -/-
  4,    株洲西,     12:11,     12:13,      02分,       147,         0,     294/-,           -/-/-,            -/-
  5,    长沙南,     12:32,     12:38,      06分,       168,         0,     314/-,           -/-/-,            -/-
  6,    汨罗东,     12:56,     12:58,      02分,       192,         0,     349/-,           -/-/-,            -/-
  7,    咸宁北,     13:44,     13:46,      02分,       240,         0,   428.5/-,           -/-/-,            -/-
  8,      武汉,     14:11,     14:14,      03分,       267,         0,   463.5/-,           -/-/-,            -/-
  9,    信阳东,     14:57,     14:59,      02分,       313,         0,   534.5/-,           -/-/-,            -/-
 10,    漯河西,     15:37,     15:39,      02分,       353,         0,     601/-,           -/-/-,            -/-
 11,    郑州东,     16:19,     16:19,      00分,       395,         0,     653/-,           -/-/-,            -/-
