   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      宁波,         -,     15:38,         -,         -,         -,         -,               -,              -
  2,    余姚北,     15:57,     16:00,      03分,        19,         0,    22.5/-,           -/-/-,            -/-
  3,    绍兴北,     16:19,     16:21,      02分,        41,         0,    51.5/-,           -/-/-,            -/-
  4,    杭州东,     16:39,     16:47,      08分,        61,         0,      71/-,           -/-/-,            -/-
  5,      湖州,     17:08,     17:10,      02分,        90,         0,     104/-,           -/-/-,            -/-
  6,      长兴,     17:19,     17:21,      02分,       101,         0,     113/-,           -/-/-,            -/-
  7,      宜兴,     17:34,     17:36,      02分,       116,         0,   129.5/-,           -/-/-,            -/-
  8,      溧水,     17:58,     18:00,      02分,       140,         0,   167.5/-,           -/-/-,            -/-
  9,    南京南,     18:15,     18:27,      12分,       157,         0,   188.5/-,           -/-/-,            -/-
 10,      全椒,     18:48,     18:50,      02分,       190,         0,     209/-,           -/-/-,            -/-
 11,      肥东,     19:19,     19:21,      02分,       221,         0,     243/-,           -/-/-,            -/-
 12,    合肥南,     19:33,     19:43,      10分,       235,         0,     249/-,           -/-/-,            -/-
 13,      六安,     20:11,     20:13,      02分,       273,         0,   274.5/-,           -/-/-,            -/-
 14,      金寨,     20:33,     20:35,      02分,       295,         0,     290/-,           -/-/-,            -/-
 15,    麻城北,     21:14,     21:16,      02分,       336,         0,   321.5/-,           -/-/-,            -/-
 16,      武汉,     22:05,     22:05,      00分,       387,         0,     354/-,           -/-/-,            -/-
