   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    杭州东,         -,     07:10,         -,         -,         -,         -,               -,              -
  2,      湖州,     07:32,     07:34,      02分,        22,         0,    32.5/-,           -/-/-,            -/-
  3,      宜兴,     07:51,     07:53,      02分,        41,         0,    58.5/-,           -/-/-,            -/-
  4,      溧阳,     08:04,     08:06,      02分,        54,         0,    72.5/-,           -/-/-,            -/-
  5,      江宁,     08:29,     08:31,      02分,        79,         0,     112/-,           -/-/-,            -/-
  6,    南京南,     08:41,     08:45,      04分,        91,         0,   117.5/-,           -/-/-,            -/-
  7,    宿州东,     09:47,     09:49,      02分,       157,         0,   237.5/-,           -/-/-,            -/-
  8,    徐州东,     10:08,     10:13,      05分,       178,         0,   265.5/-,           -/-/-,            -/-
  9,    滕州东,     10:38,     10:40,      02分,       208,         0,   307.5/-,           -/-/-,            -/-
 10,    济南西,     11:23,     11:26,      03分,       253,         0,   383.5/-,           -/-/-,            -/-
 11,    德州东,     11:50,     11:52,      02分,       280,         0,   421.5/-,           -/-/-,            -/-
 12,    北京南,     13:05,     13:05,      00分,       355,         0,   538.5/-,           -/-/-,            -/-
