   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    长沙南,         -,     09:50,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    醴陵东,     10:14,     10:16,       2分,        24,        76,     35/59,           -/-/-,           -/-
  3,    萍乡北,     10:27,     10:29,       2分,        37,       105,     48/81,           -/-/-,           -/-
  4,    新余北,     10:57,     10:59,       2分,        67,       215,98.5/166.5,           -/-/-,           -/-
  5,      高安,     11:20,     11:22,       2分,        90,       295, 135.5/228,           -/-/-,           -/-
  6,    南昌西,     11:38,     11:41,       3分,       108,       342, 157/264.5,           -/-/-,           -/-
  7,    鹰潭北,     12:16,     12:21,       5分,       146,       482,221.5/372.5,           -/-/-,           -/-
  8,      上饶,     12:47,     12:49,       2分,       177,       583, 264/444.5,           -/-/-,           -/-
  9,      义乌,     13:44,     13:46,       2分,       234,       815, 359.5/606,           -/-/-,           -/-
 10,      诸暨,     14:00,     14:02,       2分,       250,       858, 377.5/636,           -/-/-,           -/-
 11,    杭州东,     14:26,     14:43,      17分,       276,       924, 405/681.5,           -/-/-,           -/-
 12,    绍兴北,     15:01,     15:03,       2分,       311,       967,422.5/711.5,           -/-/-,           -/-
 13,    余姚北,     15:21,     15:23,       2分,       331,      1030,   447/753,           -/-/-,           -/-
 14,      宁波,     15:42,         -,          ,       352,      1079, 465/783.5,           -/-/-,           -/-
