   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     12:30,         -,         -,         -,         -,               -,              -
  2,    松江南,     12:44,     12:46,      02分,        14,         0,    13.5/-,           -/-/-,            -/-
  3,    嘉兴南,     13:04,     13:06,      02分,        34,         0,    38.5/-,           -/-/-,            -/-
  4,    杭州东,     13:29,     13:34,      05分,        59,         0,      73/-,           -/-/-,            -/-
  5,      诸暨,     13:57,     13:59,      02分,        87,         0,   103.5/-,           -/-/-,            -/-
  6,      义乌,     14:13,     14:16,      03分,       103,         0,     123/-,           -/-/-,            -/-
  7,    金华南,     14:32,     14:34,      02分,       122,         0,     148/-,           -/-/-,            -/-
  8,    武义北,     14:45,     14:47,      02分,       135,         0,     150/-,           -/-/-,            -/-
  9,    缙云西,     15:05,     15:07,      02分,       155,         0,     167/-,           -/-/-,            -/-
 10,      丽水,     15:20,     15:22,      02分,       170,         0,   177.5/-,           -/-/-,            -/-
 11,    温州南,     15:57,     15:59,      02分,       207,         0,     211/-,           -/-/-,            -/-
 12,      瑞安,     16:10,     16:12,      02分,       220,         0,   217.5/-,           -/-/-,            -/-
 13,      鳌江,     16:22,     16:25,      03分,       232,         0,     223/-,           -/-/-,            -/-
 14,      苍南,     16:38,     16:38,      00分,       248,         0,   227.5/-,           -/-/-,            -/-
