   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    淮南东,         -,     15:35,         -,         -,         -,         -,               -,              -
  2,  合肥北城,     15:53,     15:55,      02分,        18,         0,    30.5/-,           -/-/-,            -/-
  3,      合肥,     16:08,     16:11,      03分,        33,         0,    30.5/-,           -/-/-,            -/-
  4,    南京南,     17:11,     17:13,      02分,        96,         0,   101.5/-,           -/-/-,            -/-
  5,      镇江,     17:39,     17:42,      03分,       124,         0,   136.5/-,           -/-/-,            -/-
  6,      常州,     18:05,     18:07,      02分,       150,         0,   166.5/-,           -/-/-,            -/-
  7,      无锡,     18:21,     18:23,      02分,       166,         0,     186/-,           -/-/-,            -/-
  8,      苏州,     18:38,     18:41,      03分,       183,         0,     206/-,           -/-/-,            -/-
  9,    昆山南,     18:53,     18:56,      03分,       198,         0,     221/-,           -/-/-,            -/-
 10,    上海西,     19:10,     19:12,      02分,       215,         0,     241/-,           -/-/-,            -/-
 11,      上海,     19:19,     19:19,      00分,       224,         0,     241/-,           -/-/-,            -/-
