   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京南,         -,     15:25,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      廊坊,     15:46,     15:48,       2分,        21,        60, 29.5/44.5,           -/-/-,           -/-
  3,    沧州西,     16:23,     16:25,       2分,        58,       210,94.5/164.5,           -/-/-,           -/-
  4,    德州东,     16:52,     16:54,       2分,        87,       314,144.5/244.5,           -/-/-,           -/-
  5,    济南西,     17:18,     17:20,       2分,       113,       406,184.5/314.5,           -/-/-,           -/-
  6,    滕州东,     18:03,     18:05,       2分,       158,       591,   269/449,           -/-/-,           -/-
  7,    徐州东,     18:30,     18:32,       2分,       185,       692,   309/519,           -/-/-,           -/-
  8,    蚌埠南,     19:09,     19:11,       2分,       224,       848,   374/629,           -/-/-,           -/-
  9,    合肥南,     20:01,     20:21,      20分,       276,      1000, 436/734.5,           -/-/-,           -/-
 10,    巢湖东,     20:42,     20:44,       2分,       317,      1070,   462/778,           -/-/-,           -/-
 11,    铜陵北,     21:04,     21:06,       2分,       339,      1139, 487/820.5,           -/-/-,           -/-
 12,      南陵,     21:18,     21:20,       2分,       353,      1173,499.5/841.5,           -/-/-,           -/-
 13,    绩溪北,     21:45,     21:47,       2分,       380,      1265,533.5/898.5,           -/-/-,           -/-
 14,    黄山北,     22:02,         -,          ,       397,      1306, 548.5/924,           -/-/-,           -/-
