   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     08:25,         -,         -,         -,         -,               -,              -
  2,    苏州北,     08:48,     08:50,      02分,        23,         0,    34.5/-,           -/-/-,            -/-
  3,    无锡东,     09:00,     09:02,      02分,        35,         0,    49.5/-,           -/-/-,            -/-
  4,    常州北,     09:19,     09:24,      05分,        54,         0,    74.5/-,           -/-/-,            -/-
  5,    镇江南,     09:42,     09:43,      01分,        77,         0,   104.5/-,           -/-/-,            -/-
  6,    南京南,     10:02,     10:05,      03分,        97,         0,   134.5/-,           -/-/-,            -/-
  7,      全椒,     10:26,     10:28,      02分,       121,         0,   154.5/-,           -/-/-,            -/-
  8,    合肥南,     11:05,     11:13,      08分,       160,         0,     196/-,           -/-/-,            -/-
  9,      六安,     11:41,     11:43,      02分,       196,         0,   221.5/-,           -/-/-,            -/-
 10,      武汉,     13:26,     13:30,      04分,       301,         0,     301/-,           -/-/-,            -/-
 11,    赤壁北,     14:03,     14:05,      02分,       338,         0,     360/-,           -/-/-,            -/-
 12,    岳阳东,     14:26,     14:31,      05分,       361,         0,   399.5/-,           -/-/-,            -/-
 13,    汨罗东,     14:51,     14:57,      06分,       386,         0,     432/-,           -/-/-,            -/-
 14,    长沙南,     15:16,     15:16,      00分,       411,         0,     467/-,           -/-/-,            -/-
