   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    成都东,         -,     07:55,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    大英东,     08:41,     08:43,       2分,        58,       198,     36/44,           -/-/-,           -/-
  3,      合川,     09:39,     09:41,       2分,       116,       248,     76/91,           -/-/-,           -/-
  4,    重庆北,     10:06,     10:12,       6分,       143,       313,  96.5/116,           -/-/-,           -/-
  5,    涪陵北,     10:49,     10:51,       2分,       186,       405,123.5/148.5,           -/-/-,           -/-
  6,    石柱县,     11:26,     11:28,       2分,       223,       496, 150/180.5,           -/-/-,           -/-
  7,      利川,     12:05,     12:07,       2分,       262,       591,   178/214,           -/-/-,           -/-
  8,      恩施,     12:39,     12:43,       4分,       296,       652,   196/235,           -/-/-,           -/-
  9,      建始,     13:05,     13:07,       2分,       322,       687, 206/247.5,           -/-/-,           -/-
 10,    宜昌东,     14:33,     14:38,       5分,       410,       866, 258.5/311,           -/-/-,           -/-
 11,      荆州,     15:12,     15:15,       3分,       449,       954,284.5/341.5,           -/-/-,           -/-
 12,      潜江,     15:42,     15:44,       2分,       479,      1024, 305/366.5,           -/-/-,           -/-
 13,    天门南,     16:06,     16:08,       2分,       503,      1075,   320/384,           -/-/-,           -/-
 14,      汉口,     16:46,     17:02,      16分,       543,      1158, 344/413.5,           -/-/-,           -/-
 15,      武汉,     17:23,     17:29,       6分,       580,      1189, 355/425.5,           -/-/-,           -/-
 16,    咸宁北,     17:53,     17:55,       2分,       610,      1274,   394/488,           -/-/-,           -/-
 17,    岳阳东,     18:26,     18:28,       2分,       643,      1404,453.5/583.5,           -/-/-,           -/-
 18,    长沙南,     19:01,     19:05,       4分,       678,      1551, 521/691.5,           -/-/-,           -/-
 19,    株洲西,     19:20,     19:22,       2分,       697,      1603, 545/729.5,           -/-/-,           -/-
 20,    郴州西,     20:17,     20:19,       2分,       754,      1881,   664/920,           -/-/-,           -/-
 21,      韶关,     20:51,     20:53,       2分,       788,      2031,  726/1019,           -/-/-,           -/-
 22,    广州南,     21:50,         -,          ,       835,      2254,816.5/1164,           -/-/-,           -/-
