   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      六安,         -,     10:30,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    合肥南,     10:58,     11:05,       7分,        28,        87, 25.5/30.5,           -/-/-,           -/-
  3,      全椒,     11:41,     11:43,       2分,        71,       188,     67/81,           -/-/-,           -/-
  4,    南京南,     12:05,     12:08,       3分,        95,       244,  86/102.5,           -/-/-,           -/-
  5,      镇江,     12:34,     12:37,       3分,       124,       298,   120/157,           -/-/-,           -/-
  6,      丹阳,     12:50,     12:52,       2分,       140,       345,132.5/176.5,           -/-/-,           -/-
  7,      常州,     13:07,     13:10,       3分,       157,       390,   153/210,           -/-/-,           -/-
  8,      无锡,     13:24,     13:26,       2分,       174,       429, 171/238.5,           -/-/-,           -/-
  9,      苏州,     13:41,     13:43,       2分,       191,       471, 190/238.5,           -/-/-,           -/-
 10,    昆山南,     13:55,     13:57,       2分,       205,       505,   206/294,           -/-/-,           -/-
 11,  上海虹桥,     14:16,     14:19,       3分,       226,       555,   229/331,           -/-/-,           -/-
 12,    金山北,     14:38,     14:40,       2分,       248,       603, 251/366.5,           -/-/-,           -/-
 13,    嘉兴南,     14:54,     14:56,       2分,       264,       639,267.5/392.5,           -/-/-,           -/-
 14,    杭州东,     15:19,     15:21,       2分,       289,       714,   302/448,           -/-/-,           -/-
 15,    绍兴北,     15:40,     15:42,       2分,       310,       757,321.5/481.5,           -/-/-,           -/-
 16,    余姚北,     16:00,     16:05,       5分,       330,       820, 350.5/530,           -/-/-,           -/-
 17,      宁波,     16:25,     16:37,      12分,       355,       869,   373/568,           -/-/-,           -/-
 18,      奉化,     16:54,     16:56,       2分,       384,       907,   385/583,           -/-/-,           -/-
 19,    三门县,     17:21,     17:23,       2分,       411,       975,   405/607,           -/-/-,           -/-
 20,      台州,     17:42,     17:44,       2分,       432,      1021,   419/623,           -/-/-,           -/-
 21,      温岭,     17:55,     17:57,       2分,       445,      1045,425.5/631.5,           -/-/-,           -/-
 22,    雁荡山,     18:08,     18:10,       2分,       458,      1068,432.5/639.5,           -/-/-,           -/-
 23,      乐清,     18:27,     18:29,       2分,       477,      1109, 444.5/654,           -/-/-,           -/-
 24,      永嘉,     18:39,     18:41,       2分,       489,      1126, 449.5/660,           -/-/-,           -/-
 25,    温州南,     18:53,         -,          ,       503,      1144, 455/666.5,           -/-/-,           -/-
