   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     18:12,         -,         -,         -,         -,               -,              -
  2,    涿州东,     18:37,     18:39,      02分,        25,         0,    28.5/-,           -/-/-,            -/-
  3,    定州东,     19:13,     19:15,      02分,        61,         0,    92.5/-,           -/-/-,            -/-
  4,    石家庄,     19:38,     19:43,      05分,        86,         0,   128.5/-,           -/-/-,            -/-
  5,    邯郸东,     20:21,     20:25,      04分,       129,         0,     209/-,           -/-/-,            -/-
  6,    鹤壁东,     20:53,     21:07,      14分,       161,         0,     255/-,           -/-/-,            -/-
  7,    郑州东,     21:39,     21:43,      04分,       207,         0,     309/-,           -/-/-,            -/-
  8,    许昌东,     22:06,     22:08,      02分,       234,         0,     347/-,           -/-/-,            -/-
  9,    信阳东,     22:57,     22:59,      02分,       285,         0,   446.5/-,           -/-/-,            -/-
 10,      武汉,     23:42,     23:42,      00分,       330,         0,   520.5/-,           -/-/-,            -/-
