   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    合肥南,         -,     10:13,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      全椒,     10:49,     10:51,       2分,        36,       101,       -/-,           -/-/-,           -/-
  3,    南京南,     11:13,     11:21,       8分,        60,       157,       -/-,           -/-/-,           -/-
  4,    镇江南,     11:41,     11:48,       7分,        88,       222,90.5/122.5,           -/-/-,           -/-
  5,    常州北,     12:05,     12:07,       2分,       112,       287,       -/-,           -/-/-,           -/-
  6,    无锡东,     12:24,     12:26,       2分,       131,       344,       -/-,           -/-/-,           -/-
  7,    苏州北,     12:37,     12:39,       2分,       144,       371,       -/-,           -/-/-,           -/-
  8,  上海虹桥,     13:01,     13:05,       4分,       168,       452,       -/-,           -/-/-,           -/-
  9,    松江南,     13:19,     13:24,       5分,       186,       483,       -/-,           -/-/-,           -/-
 10,    嘉兴南,     13:42,     13:45,       3分,       209,       536,234.5/361.5,           -/-/-,           -/-
 11,    杭州东,     14:08,     14:12,       4分,       235,       611,   269/417,           -/-/-,           -/-
 12,    绍兴北,     14:31,     14:33,       2分,       258,       654,       -/-,           -/-/-,           -/-
 13,      宁波,     15:05,         -,          ,       292,       766,   340/537,           -/-/-,           -/-
