   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      安庆,         -,     13:16,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      池州,     13:35,     13:37,       2分,        19,        46,   17/27.5,           -/-/-,           -/-
  3,      铜陵,     13:57,     13:59,       2分,        41,        96,   35.5/57,           -/-/-,           -/-
  4,    繁昌西,     14:14,     14:16,       2分,        58,       131, 48.5/77.5,           -/-/-,           -/-
  5,      芜湖,     14:36,     14:38,       2分,        80,       172,  63.5/102,           -/-/-,           -/-
  6,  马鞍山东,     14:56,     14:58,       2分,       100,       215,79.5/127.5,           -/-/-,           -/-
  7,    南京南,     15:16,     15:18,       2分,       120,       257,  95/152.5,           -/-/-,           -/-
  8,      丹阳,     15:53,     15:55,       2分,       157,       358,141.5/226.5,           -/-/-,           -/-
  9,      常州,     16:10,     16:12,       2分,       174,       403,   162/260,           -/-/-,           -/-
 10,      无锡,     16:26,     16:28,       2分,       190,       442, 180/288.5,           -/-/-,           -/-
 11,      苏州,     16:43,     16:45,       2分,       207,       484, 199/319.5,           -/-/-,           -/-
 12,    昆山南,     16:57,     16:59,       2分,       221,       518,   215/344,           -/-/-,           -/-
 13,  上海虹桥,     17:18,         -,          ,       242,       568,   238/381,           -/-/-,           -/-
