   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     15:37,         -,         -,         -,         -,               -,              -
  2,    金山北,     15:55,     15:57,      02分,        18,         0,    21.5/-,           -/-/-,            -/-
  3,    嘉兴南,     16:11,     16:13,      02分,        34,         0,    38.5/-,           -/-/-,            -/-
  4,    杭州东,     16:36,     16:40,      04分,        59,         0,      73/-,           -/-/-,            -/-
  5,      诸暨,     17:03,     17:05,      02分,        86,         0,   103.5/-,           -/-/-,            -/-
  6,      金华,     17:30,     17:32,      02分,       113,         0,     147/-,           -/-/-,            -/-
  7,      上饶,     18:15,     18:17,      02分,       158,         0,   229.5/-,           -/-/-,            -/-
  8,    南昌西,     19:14,     19:17,      03分,       217,         0,   336.5/-,           -/-/-,            -/-
  9,      宜春,     19:59,     20:01,      02分,       262,         0,     409/-,           -/-/-,            -/-
 10,    长沙南,     20:52,     20:52,      00分,       315,         0,     478/-,           -/-/-,            -/-
