   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    温州南,         -,     19:28,         -,         -,         -,         -,               -,              -
  2,      丽水,     20:02,     20:04,      02分,        34,         0,    33.5/-,           -/-/-,            -/-
  3,    缙云西,     20:17,     20:19,      02分,        49,         0,      44/-,           -/-/-,            -/-
  4,    武义北,     20:37,     20:39,      02分,        69,         0,    60.5/-,           -/-/-,            -/-
  5,      义乌,     21:03,     21:05,      02分,        95,         0,      88/-,           -/-/-,            -/-
  6,    杭州东,     21:38,     21:45,      07分,       130,         0,     138/-,           -/-/-,            -/-
  7,      湖州,     22:06,     22:10,      04分,       158,         0,   170.5/-,           -/-/-,            -/-
  8,      溧阳,     22:33,     22:35,      02分,       185,         0,   210.5/-,           -/-/-,            -/-
  9,      溧水,     22:51,     22:54,      03分,       203,         0,   234.5/-,           -/-/-,            -/-
 10,    南京南,     23:09,     23:09,      00分,       221,         0,   255.5/-,           -/-/-,            -/-
