   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    杭州东,         -,     07:00,         -,         -,         -,         -,               -,              -
  2,      湖州,     07:21,     07:23,      02分,        21,         0,    32.5/-,           -/-/-,            -/-
  3,      宜兴,     07:40,     07:42,      02分,        40,         0,    58.5/-,           -/-/-,            -/-
  4,      溧阳,     07:53,     07:55,      02分,        53,         0,    72.5/-,           -/-/-,            -/-
  5,      溧水,     08:11,     08:13,      02分,        71,         0,    96.5/-,           -/-/-,            -/-
  6,    南京南,     08:30,     08:37,      07分,        90,         0,   117.5/-,           -/-/-,            -/-
  7,      滁州,     08:55,     08:57,      02分,       115,         0,   144.5/-,           -/-/-,            -/-
  8,    徐州东,     09:58,     10:00,      02分,       178,         0,   265.5/-,           -/-/-,            -/-
  9,    滕州东,     10:26,     10:28,      02分,       206,         0,   307.5/-,           -/-/-,            -/-
 10,      泰安,     10:58,     10:59,      01分,       238,         0,   359.5/-,           -/-/-,            -/-
 11,      济南,     11:23,     11:26,      03分,       263,         0,     385/-,           -/-/-,            -/-
 12,      淄博,     12:08,     12:10,      02分,       308,         0,     419/-,           -/-/-,            -/-
 13,      潍坊,     12:46,     12:47,      01分,       346,         0,     450/-,           -/-/-,            -/-
 14,      高密,     13:14,     13:24,      10分,       374,         0,     476/-,           -/-/-,            -/-
 15,      青岛,     14:16,     14:16,      00分,       436,         0,   506.5/-,           -/-/-,            -/-
