   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    合肥南,         -,     08:00,         -,         -,         -,         -,               -,              -
  2,    巢湖东,     08:21,     08:23,      02分,        21,         0,      32/-,           -/-/-,            -/-
  3,    铜陵北,     08:43,     08:46,      03分,        43,         0,      64/-,           -/-/-,            -/-
  4,      泾县,     09:03,     09:05,      02分,        63,         0,      89/-,           -/-/-,            -/-
  5,      旌德,     09:19,     09:21,      02分,        79,         0,     109/-,           -/-/-,            -/-
  6,    歙县北,     09:38,     09:40,      02分,        98,         0,     132/-,           -/-/-,            -/-
  7,    黄山北,     09:49,     09:54,      05分,       109,         0,   140.5/-,           -/-/-,            -/-
  8,      婺源,     10:15,     10:18,      03分,       135,         0,   175.5/-,           -/-/-,            -/-
  9,      上饶,     10:42,     10:49,      07分,       162,         0,     215/-,           -/-/-,            -/-
 10,  武夷山北,     11:11,     11:13,      02分,       191,         0,   249.5/-,           -/-/-,            -/-
 11,    建瓯西,     11:36,     11:38,      02分,       216,         0,     285/-,           -/-/-,            -/-
 12,    南平北,     11:54,     11:56,      02分,       234,         0,     307/-,           -/-/-,            -/-
 13,      福州,     12:33,     12:33,      00分,       273,         0,     357/-,           -/-/-,            -/-
