   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京南,         -,     14:10,         -,         -,         -,         -,               -,              -
  2,    德州东,     15:23,     15:25,      02分,        73,         0,   144.5/-,           -/-/-,            -/-
  3,    济南西,     15:49,     15:51,      02分,        99,         0,   184.5/-,           -/-/-,            -/-
  4,      泰安,     16:08,     16:09,      01分,       118,         0,     214/-,           -/-/-,            -/-
  5,    徐州东,     17:00,     17:02,      02分,       170,         0,     309/-,           -/-/-,            -/-
  6,    宿州东,     17:21,     17:23,      02分,       191,         0,     339/-,           -/-/-,            -/-
  7,    蚌埠南,     17:46,     17:51,      05分,       216,         0,     374/-,           -/-/-,            -/-
  8,      滁州,     18:20,     18:22,      02分,       250,         0,   418.5/-,           -/-/-,            -/-
  9,    南京南,     18:40,     18:42,      02分,       270,         0,   443.5/-,           -/-/-,            -/-
 10,    常州北,     19:14,     19:19,      05分,       304,         0,   493.5/-,           -/-/-,            -/-
 11,    无锡东,     19:36,     19:38,      02分,       326,         0,   513.5/-,           -/-/-,            -/-
 12,    苏州北,     19:48,     19:50,      02分,       338,         0,   523.5/-,           -/-/-,            -/-
 13,  上海虹桥,     20:13,     20:13,      00分,       363,         0,     553/-,           -/-/-,            -/-
