   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京南,         -,     07:15,         -,         -,         -,         -,               -,              -
  2,    天津南,     07:49,     07:51,      02分,        34,         0,    54.5/-,           -/-/-,            -/-
  3,    德州东,     08:35,     08:37,      02分,        80,         0,   144.5/-,           -/-/-,            -/-
  4,    济南西,     09:01,     09:03,      02分,       106,         0,   184.5/-,           -/-/-,            -/-
  5,      泰安,     09:20,     09:21,      01分,       125,         0,     214/-,           -/-/-,            -/-
  6,    蚌埠南,     10:47,     10:51,      04分,       212,         0,     374/-,           -/-/-,            -/-
  7,    淮南东,     11:07,     11:09,      02分,       232,         0,   390.5/-,           -/-/-,            -/-
  8,    水家湖,     11:18,     11:20,      02分,       243,         0,   398.5/-,           -/-/-,            -/-
  9,      合肥,     11:43,     11:58,      15分,       268,         0,   427.5/-,           -/-/-,            -/-
 10,      六安,     12:41,     12:41,      00分,       326,         0,     455/-,           -/-/-,            -/-
