   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    长沙南,         -,     07:30,         -,         -,         -,         -,               -,              -
  2,    新余北,     08:29,     08:31,      02分,        59,         0,    98.5/-,           -/-/-,            -/-
  3,    南昌西,     09:03,     09:08,      05分,        93,         0,     157/-,           -/-/-,            -/-
  4,    鹰潭北,     09:43,     09:45,      02分,       133,         0,   221.5/-,           -/-/-,            -/-
  5,      上饶,     10:11,     10:13,      02分,       161,         0,     264/-,           -/-/-,            -/-
  6,      江山,     10:35,     10:37,      02分,       185,         0,   293.5/-,           -/-/-,            -/-
  7,      金华,     11:04,     11:06,      02分,       214,         0,     338/-,           -/-/-,            -/-
  8,    杭州东,     11:50,     11:52,      02分,       260,         0,     405/-,           -/-/-,            -/-
  9,      桐乡,     12:09,     12:11,      02分,       279,         0,   426.5/-,           -/-/-,            -/-
 10,    嘉善南,     12:26,     12:28,      02分,       296,         0,     447/-,           -/-/-,            -/-
 11,  上海虹桥,     12:51,     12:51,      00分,       321,         0,     478/-,           -/-/-,            -/-
